Id,RecResult
4493,i would like my steak well done
4494,i want carrots
4495,i want a dessert card
4496,the dessert menu please
4497,i would leave a red
4498,i would like the raspberry sorbet
4499,i would like the check
4500,i would pay with mastercard
4501,i would like a sparkling water
4502,i want the steak
4503,i want a large
4504,can i have mashed potato
4505,the dessert menu please
4507,the apple pie please
4508,i want a steak
4509,i would like pay by post card
4510,where is the national gallery
4511,where is the big ben
4512,how much drives there
4513,which bus goes there
4514,marble arch is pay i want to hyde park
4515,i do not have a reservation
4516,i would leave a room for four nights
4517,i would leave a room for three nights
4518,i would leave a double room
4519,i would pay by visa
4520,i want to leave pay with visa
4521,i would like to pay by visa
4522,where is the lift
4523,is there a lift
4524,where is the lift
4525,i want to leave a room for seven nights
4526,i would like a double room
4527,i would like to pay by post card
4528,is there a hotel restaurant
4529,where is the hotel restaurant
4530,my toilet is row
4531,single room i have no shampoo
4532,in the room there is no shampoo
4533,i wish to pay with no shampoo
4537,double room
4566,i'm from
4598,i
4606,row
4638,room
4677,no i don't have a
4678,i don't have a
4679,i'm
4680,i want a row
4681,i would like some boots
4682,i would like a row
4683,i would like white boots
4685,i am a forty one
4686,i am a forty
4687,i would like a tea
4688,i am looking for tomorrow
4689,i am looking for jeans
4690,i would like card
4691,i would like the sunday roast
4692,i would like my sunday roast rare
4693,i would like a my pass
4694,i would like four musical tickets
4695,i would like tickets for sunday evening
4696,i would like four tickets for the lion king
4697,i would like to sit in the ninth row
4698,i would like tickets for the london eye
4699,i would like four tickets
4700,i would like four tickets
4701,i'm fine
4702,i would like boots
4703,i would like some boots
4704,i would like brown boots
4705,i'm for tuesday
4706,i am a thirty eight
4707,i would like jeans
4708,i would like red
4709,i am a small
4710,how much does the jeans cost
4711,a row
4712,no thank you the jeans is too expensive
4713,i would like two tickets to london
4714,i want to leave at ten o'clock tomorrow
4715,i want to leave at ten o'clock tomorrow
4719,a twin room please
4720,a twin room please
4721,i'm fine
4722,i'm fine
4723,i would like boots
4724,i would like blue boots
4725,forty ah
4726,forty
4727,i am a forty
4728,i would like a t-shirt
4730,i would like a row
4731,i would like a white tee shirt
4732,large
4733,how much does cost
4734,the t-shirt is too expensive
4735,yes i have a reservation
4736,no i do not have no i do not have a reservation
4737,i want a room for five nights
4738,i want sit i would like a double room
4739,i would like a double room
4740,i want to pay with the mastercard
4742,can i pay with euros
4743,is there a gym
4744,my name is brian bread want
4745,my name is brian
4746,i am from italy
4748,i have two brothers
4749,i want the holidays
4750,i am going on holidays
4751,this is my passport
4752,yes this is my passport
4753,i need a ticket for daffodil for
4755,bus tomorrow
4758,can i pay with dollars
4759,i would like a ticket to notting hill
4760,can i pay with mastercard
4761,i want suite
4762,i'm fine
4764,hello
4766,i am a forty night
4767,i want a shirt
4768,i want a shirt
4769,i want i want a white shirt
4770,i want a white shirt
4771,i am a small
4772,how much does it cost
4773,the shirt is too expensive
4774,a row
4775,i want a room for five nights
4777,i want pay with visa
4778,can i pay with visa
4779,a reservation
4780,i don't have a reservation
4781,i don't have a reservation
4782,marble
4783,no i do not have a reservation
4784,i want a room for one week
4785,a double room
4786,can i pay with mastercard
4787,is there a swimming pool
4788,where is the swimming pool
4789,the bathroom is dirty
4790,a room
4791,there is no shampoo in the room
4792,i need a ticket to green park
4793,can i pay with mastercard
4794,i need a ticket to trafalgar square
4795,i need three musical tickets
4796,i need three tickets for tuesday evening
4797,i want three tickets for tuesday night
4798,i want three tickets for tuesday night
4799,i don't have a reservation
4800,i want a room for five nights have two nights
4801,i want a room for two nights
4802,single room
4803,i want a single room
4804,can i pay with mastercard
4805,is there a lift
4806,where is the lift
4807,where is the science museum
4808,where is big ben
4809,which bus goes there
4810,the big ben is near to the houses of parliament
4811,i don't have a reservation
4814,i have a row
4815,a room
4816,i want a room for four nights
4817,i want a junior suite
4818,a room
4819,is there a row
4820,have it a swimming pool
4821,where is the swimming pool
4822,i want five tickets to london
4823,is i want five tickets to london
4824,i want five tickets to london
4825,i would like to leave at saturday
4826,i would like to leave on saturday afternoon
4828,my name is mona
4829,no i am from canada
4830,i have no reservation
4831,i don't have a reservation
4832,i don't have a reservation
4833,i have no reservation
4835,no i do not have a reservation
4836,a room for one week
4837,i want a room for room
4838,a room for
4839,i will i'm fine
4840,i'm fine
4841,for i'm fine
4842,i want a
4843,i want leave tomorrow
4844,i want a room for
4845,i want one ticket
4846,for for gel
4847,a row
4849,hello i want a shirt
4850,i want a thirty shirt
4852,no i don't have a reservation
4853,a room for four nights
4854,i like a suite
4855,i want to buy with mastercard
4856,can i pay with mastercard
4857,i want to buy with swiss francs
4858,i would like pay with credit card
4859,can i pay with swiss francs
4860,a room
4861,a red boots
4862,a room for
4863,where is the swimming pool
4864,who a ticket to green park
4865,i need a ticket to green park
4866,i want to buy with visa
4867,i don't have a reservation
4868,i don't have a reservation
4869,i have no reservation
4870,i have no reservation
4871,i have no reservation fuck you
4872,no i do not have a reservation
4873,i would like to have a room for one week
4874,i want a room for one week
4875,a junior suite
4876,i would like to pay with credit card
4877,where is the hotel bar
4878,my name is thomas
4879,i am from switzerland
4880,the capital from switzerland is bern
4881,i have two younger brothers
4882,i go in the holidays
4883,that's my passport
4884,yes it is my passport
4886,i could
4887,i am looking for sandals
4889,i would like red sandals
4890,forty four
4891,i would like jeans
4892,i would like red jeans
4893,big
4894,i'm a large
4895,how much does it cost
4896,give are too expensive
4897,jeans are too expensive
4898,no thank you the jeans is too expensive
4899,i want a ticket to westminster
4900,i would like to pay with visa
4901,who is the zoo
4902,where is the oxford street
4903,where is the oxford street
4904,which bus a drives there
4905,marble marble arch is to hyde park
4906,marble arch is to hyde park
4907,no i do not have a reservation
4908,a room for four nights
4909,i want a room for four nights
4910,single room single room please
4911,i want pay with credit card
4912,i want pay with credit card
4913,can i pay with credit card
4914,where is the there is the hairdresser
4915,where is the for row
4916,where is the hairdresser
4918,no i do not have a reservation
4919,a room for three nights
4920,a room for a room for three nights
4921,my room
4922,a twin room
4923,twin room please
4924,i would like to pay with post card
4925,i would like to pay with euro
4926,can i pay with euros
4927,where is the hairdresser
4928,where is the hairdresser
4929,where is the hairdresser
4931,i have no reservation
4932,i do not have a reservation
4933,a room for three nights
4934,a twin room
4935,i want to pay with visa
4936,i'm fine
4937,morning
4939,i'd like to have boots
4940,i want have blue boots
4941,forty
4942,i'd like to have jeans
4943,i want have brown jeans
4944,small
4945,how much does the jeans cost
