Id,RecResult,Confidence
10752,i would like a coffee,0.86 0.57 1.0 1.0 1.0
10753,i like a lemonade,0.52 1.0 0.66 0.66
10754,i want the bill,1.0 1.0 0.99 0.98
10755,i like to pay with credit card,0.68 0.92 0.8 1.0 0.52 0.98 0.98
10756,where is the room,1.0 0.76 0.75 0.97
10757,where is the zoo,1.0 1.0 1.0 0.99
10758,where is the piccadilly circus,1.0 1.0 0.79 1.0 1.0
10759,where is the piccadilly circus,1.0 1.0 0.97 1.0 1.0
10760,where is piccadilly circus,1.0 1.0 0.99 0.99
10761,which bus goes there,1.0 1.0 1.0 1.0
10762,i am from england hyde park,0.89 0.87 0.49 0.41 0.59 0.68
10764,marble marble arch is opposite hyde park,0.53 1.0 1.0 1.0 1.0 1.0 1.0
10765,i'd like a room for four nights,0.87 1.0 1.0 1.0 1.0 1.0 1.0
10766,twin room,1.0 1.0
10767,i go,0.46 0.4
10768,i am from france,0.79 0.78 0.99 0.92
10769,i want to pay by mastercard,1.0 0.99 0.95 1.0 1.0 0.99
10770,i want to pay with dollars,1.0 1.0 0.92 1.0 1.0 0.98
10771,i would like to pay with dollars,1.0 0.89 0.84 0.99 1.0 1.0 1.0
10772,is there a supermarket,1.0 1.0 0.96 1.0
10773,is there a grocery store,0.98 1.0 1.0 1.0 1.0
10774,where is the grocery store,1.0 1.0 1.0 1.0 1.0
10775,i like to stay for seven nights,0.55 0.99 0.99 1.0 1.0 0.92 1.0
10776,i would like a junior suite,0.94 0.93 1.0 1.0 1.0 1.0
10777,i would like to pay with by mastercard,1.0 0.94 0.93 1.0 1.0 1.0 0.98 0.97
10778,i would like to pay with swiss francs,1.0 0.99 0.97 1.0 1.0 1.0 1.0 1.0
10779,is there a gym,1.0 1.0 1.0 0.92
10780,i'd like six tickets to london,0.95 1.0 1.0 1.0 1.0 1.0
10783,my name is barbara,1.0 1.0 1.0 1.0
10784,i'm from room,0.55 0.8 0.64
10785,my name is maddalena,1.0 1.0 1.0 1.0
10786,i'm from scotland,0.63 1.0 0.96
10787,my name is brian,0.96 0.95 0.93 0.7
10789,i am from england,0.51 0.51 1.0 1.0
10790,my name is nick,1.0 1.0 1.0 0.82
10791,i am from german,1.0 1.0 1.0 0.6
10793,the capital of germany is berlin,1.0 1.0 0.99 0.81 1.0 0.94
10794,i have one younger brothers,1.0 1.0 0.98 1.0 0.95
10795,i am on holidays,1.0 1.0 1.0 0.99
10796,this is my passport,1.0 1.0 1.0 1.0
10797,my name is nick,1.0 1.0 1.0 0.94
10798,i am from america,1.0 1.0 1.0 1.0
10799,my name is nick,1.0 1.0 1.0 0.92
10800,my name is nick,1.0 0.99 0.99 0.95
10801,i am from england,0.99 0.99 1.0 1.0
10802,i'd like a ticket for the trafalgar square,0.5 0.88 0.91 0.91 1.0 0.99 1.0 1.0
10803,ticket to trafalgar square,1.0 1.0 1.0 1.0
10804,do you have a ticket to trafalgar square,0.99 0.98 1.0 1.0 1.0 0.95 0.85 0.98
10805,i want to pay by mastercard,1.0 0.49 0.99 1.0 1.0 0.99
10806,i'd like four musical tickets,0.62 1.0 1.0 1.0 1.0
10807,i want four tickets for saturday night,1.0 1.0 0.73 0.73 1.0 0.75 0.73
10808,four tickets for mamma mia,0.53 0.88 1.0 1.0 1.0
10809,i would like four tickets for mamma mia,0.99 0.98 1.0 1.0 1.0 1.0 1.0 1.0
10810,i want to sit in the front,1.0 1.0 1.0 1.0 1.0 1.0 1.0
10811,have you got a ticket for the science museum,0.68 0.68 0.68 0.73 0.71 1.0 1.0 1.0 1.0
10812,i like tickets for the science museum,0.94 1.0 0.84 1.0 1.0 1.0 1.0
10813,four tickets please,0.96 0.96 1.0
10815,i want four tickets,1.0 1.0 0.99 0.99
10816,i'd like one musical ticket,0.85 1.0 1.0 1.0 0.97
10817,a ticket for nights,0.9 0.77 0.95 0.65
10819,i want a ticket for two nights,1.0 1.0 1.0 1.0 1.0 0.97 0.99
10820,a ticket for the phantom of,0.65 0.67 1.0 1.0 1.0 0.45
10821,a ticket for the phantom of the opera,0.94 0.94 0.94 1.0 1.0 1.0 1.0 1.0
10822,tickets for the phantom of the opera,0.75 1.0 1.0 1.0 1.0 1.0 1.0
10823,i would like to sit in the eight pie,1.0 1.0 1.0 0.99 1.0 1.0 1.0 0.62 0.77
10824,have you got a ticket for the madame tussauds,0.56 0.54 0.58 0.84 0.79 1.0 0.82 1.0 1.0
10825,i need two tickets,1.0 1.0 0.99 1.0
10826,i want two tickets,1.0 1.0 0.99 0.99
10827,one ticket please,0.98 0.97 0.97
10828,i would like one ticket for the musical,0.97 0.95 1.0 1.0 1.0 1.0 0.96 1.0
10829,one musical ticket,0.62 0.94 0.56
10830,tickets for monday night,0.99 1.0 0.96 0.69
10832,a ticket for the lion king room,0.82 0.82 1.0 1.0 1.0 0.72 0.98
10833,i want tickets for the lion king,1.0 1.0 0.95 1.0 0.99 1.0 1.0
10834,i want tickets for the lion king,1.0 1.0 0.96 1.0 1.0 1.0 1.0
10835,i would like to sit in the sixth row,1.0 1.0 1.0 0.91 1.0 1.0 1.0 0.99 1.0
10836,i want to sit in the sixth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
10837,i want a hairdryer,0.96 0.48 0.93 0.75
10838,i'd like a ticket for the madame tussauds,0.55 0.99 0.99 0.99 1.0 1.0 0.81 0.81
10839,i want four tickets,1.0 1.0 1.0 1.0
10840,where is the science museum,1.0 1.0 1.0 1.0 1.0
10841,where is madame tussauds,1.0 1.0 1.0 1.0
10842,which bus goes there,1.0 1.0 1.0 1.0
10843,saint pauls cathedral is near bank of england,0.98 1.0 1.0 1.0 1.0 1.0 0.95 0.95
10845,where is the science museum,1.0 1.0 1.0 0.99 1.0
10846,where is the science museum,1.0 1.0 1.0 1.0 1.0
10847,where is the swimming pool,0.97 0.99 0.97 0.85 0.86
10848,which bus goes there,1.0 1.0 1.0 1.0
10849,the tower of junior passport,1.0 1.0 0.72 0.63 0.8
10850,where is the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0
10851,where is the natural history museum,0.88 0.88 0.98 0.96 0.97 1.0
10852,where is the natural history museum,1.0 1.0 1.0 0.99 1.0 1.0
10853,where is the tower,0.98 0.99 0.96 0.92
10854,where is the tower,1.0 1.0 1.0 1.0
10855,where is the tower,1.0 1.0 1.0 1.0
10856,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
10857,where is the tate modern,0.87 0.87 0.86 0.87 0.87
10858,where is the piccadilly circus,1.0 1.0 0.87 1.0 1.0
10859,which bus goes there,1.0 1.0 1.0 1.0
10860,jeans next to the houses of parliament the,0.35 0.8 0.48 0.99 1.0 1.0 0.99 0.49
10861,big ben is next to the houses of parliament,0.99 0.99 1.0 1.0 1.0 1.0 0.91 1.0 1.0
10862,i want four card,1.0 1.0 0.47 0.65
10863,i'd like a fanta,0.91 1.0 1.0 1.0
10864,i want a steak,1.0 0.72 0.65 0.66
10865,i want a steak,1.0 1.0 0.62 0.97
10866,i want a sisters,1.0 1.0 0.63 0.27
10867,i want my steak blue,1.0 1.0 1.0 1.0 1.0
10868,i want a single room,0.98 0.94 0.93 0.42 0.68
10869,i want the dessert menu,1.0 1.0 1.0 0.83 1.0
10870,i want the dessert menu,1.0 1.0 1.0 0.91 1.0
10871,i want the dessert menu,1.0 1.0 0.99 0.83 1.0
10872,i'd like a hairdryer,0.78 1.0 0.93 0.93
10873,i want the bill,1.0 1.0 0.83 0.83
10874,i would like to pay by post card,1.0 0.99 0.95 0.99 1.0 1.0 0.99 0.99
10875,i would like a double room,0.57 0.51 0.99 0.95 0.92 0.94
10876,i want the sunday roast,1.0 1.0 0.57 1.0 1.0
10877,i would like my sunday roast well done,0.7 0.68 1.0 1.0 1.0 1.0 0.99 0.99
10878,i like for tomorrow evening,0.86 0.99 0.51 0.53 0.54
10879,i want the dessert menu,1.0 1.0 1.0 0.83 1.0
10880,i want the dessert menu,1.0 1.0 1.0 0.83 1.0
10881,i would like the dessert menu,0.99 0.99 1.0 1.0 0.99 1.0
10882,i want the vanilla ice cream,1.0 1.0 0.99 0.98 1.0 1.0
10883,i want the bill,1.0 1.0 1.0 0.97
10884,i would like to pay by mastercard,1.0 0.98 0.84 0.99 1.0 1.0 1.0
10885,i'd like a orange juice,0.6 0.97 0.51 0.63 0.62
10886,i'd like a hamburger,0.64 1.0 1.0 1.0
10887,i want my hamburger well done,1.0 1.0 1.0 1.0 1.0 1.0
10888,i want to pay with post card,1.0 1.0 0.99 1.0 0.97 0.5 0.49
10889,i would like some mashed potato,0.61 0.61 1.0 1.0 1.0 0.99
10890,i want the dessert menu,1.0 1.0 0.99 0.83 1.0
10891,i would like the dessert menu,0.85 0.85 1.0 1.0 0.99 1.0
10892,i'd like the trifle,0.67 0.99 0.77 0.8
10893,i want the bill,1.0 1.0 1.0 0.99
10894,i would like to pay by credit card,1.0 0.85 0.82 0.98 1.0 1.0 1.0 1.0
10896,i want a hamburger,1.0 1.0 1.0 1.0
10897,i want my hamburger rare,1.0 1.0 1.0 1.0 1.0
10898,i would like some garlic bread,1.0 1.0 1.0 1.0 1.0 1.0
10899,this is not what i order,0.88 1.0 1.0 1.0 1.0 0.68
10900,i'd like to bath with manager,0.98 1.0 1.0 0.9 0.99 0.99
10901,i want to pay with manager,1.0 1.0 0.98 0.59 0.98 0.67
10902,the bathroom is o'clock tomorrow,0.67 0.9 0.98 0.48 0.48
10903,my bathroom is o'clock tomorrow,0.55 0.67 0.89 0.74 0.73
10905,i want the dessert menu,1.0 1.0 1.0 0.75 1.0
10906,i would like the dessert menu,0.93 0.93 1.0 1.0 0.99 1.0
10907,i want a hairdryer,1.0 1.0 1.0 0.96
10909,i want the bill,1.0 1.0 0.93 0.86
10910,i would like to pay by post card,1.0 0.99 0.9 0.89 1.0 1.0 0.99 0.99
10911,i would like to pay by post card,1.0 0.93 0.78 0.98 1.0 1.0 1.0 1.0
10912,i want to pay by post card,1.0 1.0 1.0 1.0 1.0 0.99 0.99
10914,i have a reservation,1.0 0.95 0.87 1.0
10915,can i have no reservation,0.85 1.0 1.0 1.0 1.0
10916,i have no reservation,1.0 1.0 1.0 1.0
10917,i haven't got a reservation,1.0 1.0 0.99 1.0 1.0
10918,i have no reservation,1.0 1.0 1.0 1.0
10919,i'd like two tickets to london,0.99 1.0 1.0 1.0 1.0 1.0
10920,i want to leave at monday,1.0 1.0 0.99 1.0 0.55 0.96
10921,my name is jack,1.0 1.0 1.0 0.62
10922,i am from canada,0.84 0.84 1.0 0.99
10923,i'd like six tickets to london,0.85 1.0 1.0 1.0 1.0 1.0
10924,i'd like with for single room,0.95 1.0 0.62 0.3 0.31 0.34
10925,i want to leave at one o'clock a m,1.0 1.0 1.0 1.0 1.0 0.85 0.99 0.95 0.95
10926,i want room for one week,1.0 1.0 0.99 1.0 0.99 0.54
10927,my name is janet,1.0 1.0 1.0 0.97
10928,i am from portugal,0.98 0.97 0.76 0.76
10929,i would like two tickets to london,0.93 0.93 1.0 1.0 1.0 0.92 1.0
10930,i want to leave at friday night,1.0 1.0 0.9 0.9 0.88 0.89 0.86
10931,i want to leave on friday night,1.0 1.0 1.0 1.0 0.66 1.0 0.93
10932,i want to leave at friday night,1.0 1.0 0.92 0.92 0.84 0.94 0.86
10933,my name is michelle,1.0 1.0 1.0 1.0
10934,i am from australia,0.99 0.99 1.0 0.98
10935,i'm fine,0.73 1.0
10936,i'm looking for sandals,0.75 1.0 1.0 1.0
10937,i want red sandals,1.0 0.89 0.99 1.0
10938,forty one,0.99 0.98
10939,i want purple jeans,1.0 1.0 0.37 0.66
10940,i would like some jeans,0.83 0.83 1.0 0.98 0.96
10941,i want room,1.0 1.0 0.63
10943,small,0.68
10944,that's too small,1.0 1.0 1.0
10945,this is too small,1.0 1.0 1.0 0.93
10946,i don't want these jeans,1.0 1.0 1.0 0.99 0.95
10947,i don't want these jeans,1.0 0.99 1.0 0.89 0.9
10948,i don't want store jeans,1.0 1.0 1.0 0.23 0.46
10949,i don't want this,1.0 0.9 1.0 0.94
10951,i will buy with,1.0 0.49 0.92 0.9
10953,single room,1.0 1.0
10954,i'm a,0.5 0.72
10955,i would like a single room,0.6 0.56 1.0 1.0 0.99 1.0
10956,i would like to pay by mastercard,1.0 0.99 0.91 0.91 1.0 1.0 1.0
10957,is there a grocery store,1.0 1.0 1.0 1.0 1.0
10958,i have no reservation,1.0 0.85 0.83 1.0
10959,i have no reservation,1.0 1.0 0.98 1.0
10961,i have a reservation,1.0 0.93 0.57 1.0
10962,no i have no reservation,0.78 1.0 0.99 0.99 1.0
10963,i haven't got a reservation,1.0 0.97 0.87 0.93 1.0
10964,no i haven't got a reservation,1.0 1.0 1.0 1.0 0.91 1.0
10966,i have no reservation,1.0 0.99 0.99 1.0
10967,i have no reservation,1.0 1.0 1.0 1.0
10968,i don't have a reservation,1.0 1.0 1.0 0.85 1.0
10969,i haven't got a reservation,0.99 0.99 1.0 1.0 1.0
10970,i'd like six tickets to london,0.91 1.0 0.83 0.99 1.0 1.0
10971,i want to leave on tuesday morning,1.0 0.98 1.0 1.0 0.83 0.98 1.0
10972,smaller row,0.37 0.65
10973,my passport,0.5 0.57
10974,my name is paolo,1.0 1.0 1.0 1.0
10975,i am from america,0.81 0.81 1.0 1.0
10976,a ticket to london,1.0 1.0 1.0 1.0
10977,i want to leave at saturday afternoon,1.0 1.0 1.0 1.0 0.94 0.71 1.0
10978,i want to leave on saturday afternoon,0.99 0.96 0.95 0.9 0.55 0.94 1.0
10979,i want to leave at thursday afternoon go,1.0 1.0 1.0 1.0 0.65 0.59 1.0 0.7
10980,my name is mona,1.0 1.0 1.0 0.98
10981,i am from portugal,0.97 0.97 1.0 1.0
10982,i would like six tickets to london,0.99 0.91 1.0 0.99 1.0 1.0 1.0
10983,i want to leave next week,1.0 1.0 1.0 1.0 1.0 1.0
10984,my name is silvia,1.0 0.95 0.84 1.0
10985,i am from england,1.0 1.0 1.0 0.99
10986,i would like three tickets to london,0.53 0.52 1.0 0.94 1.0 1.0 1.0
10987,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 0.82 0.49 0.48 0.48
10988,my room is dirty,1.0 0.99 0.97 0.96
10989,i am from portugal,0.98 0.98 1.0 1.0
10990,i would like two tickets to london,0.99 0.96 0.98 0.76 1.0 1.0 1.0
10991,i want to leave on friday morning,1.0 1.0 1.0 0.99 0.87 1.0 1.0
10992,i want to leave at friday morning,1.0 1.0 1.0 1.0 0.96 1.0 1.0
10993,roaster,0.37
10994,where is the grocery store,0.52 0.61 0.56 0.63 0.42
10995,my room is dirty,1.0 1.0 1.0 1.0
10996,i am from canada,0.99 0.99 1.0 0.94
10997,double room maddalena,0.6 0.6 0.45
10998,i am on holidays,0.89 0.81 0.65 0.6
10999,the capital of spain is madrid,1.0 0.97 0.92 0.88 0.94 0.91
11000,i have four younger sisters,0.99 0.98 0.98 0.52 0.99
11001,i have four for the holidays,0.61 0.56 0.54 0.73 0.94 1.0
11002,this is my passport,0.91 0.93 0.98 0.99
11003,my room brothers,0.88 0.98 0.29
11004,a room for one,1.0 1.0 1.0 0.49
11005,i am from scotland,0.96 0.96 0.96 0.75
11006,single room,0.37 0.38
11007,my room is andrew,1.0 1.0 0.81 0.77
11008,i am from german,0.99 0.95 0.97 0.71
11009,the capital from german holidays,0.73 0.69 0.68 0.69 0.94
11010,i have four one sister,1.0 1.0 0.91 0.6 0.58
11011,i am going on holidays,0.71 0.71 0.83 0.99 0.99
11012,have a room for four passport,0.6 0.6 0.6 0.6 0.53 0.4
11013,i like a twin room,0.99 0.96 0.93 0.4 0.7
11014,i would like a double room,1.0 0.68 1.0 1.0 0.77 0.99
11015,i want a steak,1.0 1.0 0.95 1.0
11016,i want my steak rare coke,1.0 1.0 1.0 1.0 1.0 0.29
11017,i want to pay with mastercard,1.0 1.0 0.94 0.99 0.99 0.73
11018,i want to go on thursday,1.0 1.0 0.76 0.67 0.64 0.34
11019,i,0.53
11020,i would like the dessert card,0.98 0.98 1.0 0.98 0.99 1.0
11021,i would like the dessert menu,0.99 0.99 1.0 1.0 0.99 1.0
11022,i would like two tickets,1.0 1.0 1.0 0.41 0.44
11023,i would like the lemon pie,1.0 1.0 1.0 1.0 1.0 0.99
11024,i want the bill,1.0 1.0 1.0 1.0
11025,i would like to pay by credit card,1.0 0.98 0.88 0.97 1.0 1.0 1.0 1.0
11026,i have no reservation,1.0 0.95 0.92 1.0
11027,no i haven't got a reservation,1.0 1.0 0.99 1.0 1.0 1.0
11028,a room for five nights please,1.0 1.0 1.0 1.0 1.0 1.0
11029,a single room please,0.71 0.75 0.76 0.68
11030,i like a single please,0.67 0.83 0.84 0.22 0.34
11031,i want to pay by visa,1.0 1.0 1.0 1.0 1.0 1.0
11032,i would like to pay by visa,1.0 0.98 0.97 0.95 1.0 0.98 0.93
11033,i would like pay by credit card,1.0 0.95 0.8 1.0 1.0 0.75 0.99
11035,i would like five tickets to london,0.85 0.77 1.0 0.99 0.99 1.0 1.0
11036,i like to please at,0.56 0.84 0.31 0.45 0.35
11037,i would like to leave at four o'clock p m tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.78 1.0 0.98 0.99 1.0
11038,my name is maddalena,1.0 1.0 1.0 1.0
11039,i am from ireland,0.98 0.98 1.0 1.0
11040,my name is paul,0.93 0.93 1.0 1.0
11041,i'm from ireland,0.77 1.0 1.0
11042,i'd like a ticket to westminster,0.83 1.0 1.0 1.0 1.0 1.0
11043,i would like a ticket to westminster,0.66 0.6 1.0 1.0 1.0 1.0 1.0
11044,i would like to pay by credit card,1.0 0.96 0.83 1.0 1.0 1.0 1.0 1.0
11047,i would like three musical tickets,0.99 0.97 1.0 1.0 1.0 0.94
11048,i want to go for saturday night,0.95 0.95 0.6 0.53 0.49 0.63 0.66
11049,i would like three tickets for wicked,1.0 0.54 0.57 0.84 0.99 1.0 1.0
11050,i would like tickets for the musical,1.0 0.99 1.0 0.94 1.0 0.7 1.0
11051,i would like the dessert card,0.99 0.98 1.0 0.53 0.35 0.42
11052,i would like tickets for the london eye,0.66 0.65 1.0 0.97 1.0 1.0 1.0 1.0
11053,i would like one ticket,0.77 0.75 1.0 1.0 0.99
11054,one room,0.92 0.97
11055,where is the passport please,0.73 0.69 0.47 0.48 0.6
11056,which bus goes there,1.0 1.0 1.0 1.0
11057,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
11058,i would like a fanta,1.0 0.86 1.0 1.0 1.0
11059,i'd like a hamburger,0.88 1.0 0.81 0.37
11060,i would like a fanta,0.88 0.84 1.0 1.0 1.0
11061,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11062,can i have a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
11063,one ticket a suite,0.59 0.59 0.54 0.77
11064,i'd like to buy with a credit card,1.0 1.0 1.0 0.93 1.0 0.93 1.0 1.0
11065,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
11066,where is the fitness studio,1.0 1.0 1.0 1.0 1.0
11067,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11068,i'd like a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11069,i'd like a junior suite,0.95 0.95 0.97 0.95 1.0
11070,i'd like a junior suite,1.0 1.0 1.0 1.0 1.0
11071,i'd like to pay with a post card,0.95 1.0 1.0 1.0 1.0 0.87 1.0 1.0
11072,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
11073,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
11074,i'd like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
11076,i want to leave at three pm tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
11077,my name is barbara,1.0 1.0 1.0 1.0
11078,i'm from turkey,0.8 1.0 1.0
11079,i'd like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
11081,i would like at tuesday evening,1.0 1.0 1.0 0.9 0.99 1.0
11082,my name is jack,1.0 1.0 1.0 0.99
11083,i'm from ireland,0.83 1.0 0.81
11084,my name is john,1.0 1.0 1.0 0.99
11085,i'm from portugal,0.94 1.0 1.0
11086,where i am from portugal,1.0 0.89 0.55 1.0 1.0
11089,i go in the holidays,1.0 1.0 1.0 1.0 0.84
11090,i go to the holidays,1.0 1.0 1.0 1.0 1.0
11091,i'm going on holidays,0.72 1.0 1.0 0.98
11092,that's my passport,1.0 1.0 1.0
11093,this is my passport,0.99 1.0 1.0 1.0
11094,yes it is my passport,1.0 1.0 1.0 1.0 1.0
11095,can i have a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.96
11096,i'd like to pay with mastercard,1.0 1.0 1.0 0.98 1.0 0.98
11097,can i have a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.95
11098,i'd like to buy with visa,1.0 1.0 0.97 0.9 1.0 1.0
11099,can i have a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11100,i'd like to buy with post card,0.99 1.0 1.0 0.82 1.0 0.5 0.86
11101,i'd like to buy with euro,0.99 1.0 1.0 0.58 1.0 0.88
11102,i have smaller note,1.0 1.0 1.0 0.44
11103,can i have a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
11104,i'd like to buy with visa,1.0 1.0 1.0 0.9 1.0 1.0
11105,i'd like to buy with visa,1.0 1.0 1.0 0.71 1.0 1.0
11106,i'd like to buy with visa,1.0 1.0 1.0 0.71 1.0 0.27
11107,i'd like to pay with dollars,0.99 1.0 1.0 0.71 1.0 1.0
11108,i have smaller notes,1.0 1.0 1.0 0.72
11109,can i have a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
11111,can i have a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
11112,i'd like to buy with visa,1.0 1.0 1.0 0.53 1.0 1.0
11113,i'd like to pay with visa,0.99 1.0 0.89 0.55 1.0 1.0
11114,i'd like a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11115,i'd like a single room,1.0 1.0 1.0 1.0 1.0
11116,i'd like to pay with credit card,0.98 1.0 1.0 0.88 1.0 1.0 1.0
11117,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
11118,i'd like six tickets to london,0.96 1.0 1.0 1.0 1.0 1.0
11119,i would like to leave tuesday in the morning,1.0 1.0 1.0 0.72 0.95 0.88 0.48 0.48 1.0
11120,i would like to leave on tuesday morning,1.0 1.0 1.0 1.0 1.0 1.0 0.85 1.0
11121,my name is brian,1.0 1.0 1.0 1.0
11122,i'm from germany,0.62 1.0 1.0
11123,my name is brian,1.0 1.0 1.0 1.0
11124,i'm from portugal,0.68 1.0 1.0
11128,i am going on holidays,1.0 1.0 1.0 1.0 0.96
11129,this is my passport,0.99 1.0 1.0 0.99
11130,this is my passport,0.96 1.0 1.0 1.0
11131,yes it is my passport,1.0 0.99 0.99 1.0 1.0
11132,can i have a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.91
11133,i'd like to buy with visa,1.0 1.0 1.0 0.74 1.0 1.0
11134,i like to pay with pounds,0.93 1.0 0.99 0.91 1.0 1.0
11135,i have got only big notes,1.0 0.98 0.8 1.0 1.0 0.97
11136,my name is andrew,1.0 1.0 1.0 1.0
11137,i am from england,0.71 0.71 1.0 1.0
11138,my name is paul,1.0 1.0 1.0 0.94
11139,i am from scotland,0.55 0.55 1.0 1.0
11140,my name is nick,1.0 1.0 1.0 1.0
11141,i am from america,0.66 0.66 1.0 1.0
11142,my name is stephanie,1.0 1.0 1.0 1.0
11143,i'm from austria,0.6 1.0 0.99
11145,austria is in europe,0.99 0.99 1.0 1.0
11146,this is okay,1.0 1.0 1.0
11147,the capital of austria is vienna,1.0 1.0 1.0 1.0 1.0 0.99
11148,i have got four smaller sisters,1.0 0.98 0.95 0.91 1.0 1.0
11149,i going on the holidays,1.0 1.0 1.0 0.69 1.0
11150,yes it is my passport,1.0 0.97 1.0 1.0 1.0
11151,i'd like a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11152,i'm junior suite,1.0 1.0 1.0
11153,i'd like to pay with credit card,1.0 1.0 1.0 0.53 1.0 1.0 1.0
11154,i'd like to pay with euros,1.0 1.0 1.0 0.98 1.0 0.71
11155,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
11156,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
11157,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
11158,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
11159,i'd like for four nights,1.0 1.0 1.0 1.0 1.0
11160,can i have a junior suite,1.0 1.0 1.0 1.0 1.0 1.0
11161,i'd like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.98
11162,is there a lift,1.0 1.0 1.0 1.0
11163,i'd like four tickets to london,0.99 1.0 1.0 1.0 1.0 1.0
11164,i would like a steak,1.0 1.0 1.0 0.86 0.81
11165,i would like to leave on wednesday,1.0 1.0 1.0 1.0 1.0 1.0 0.96
11166,my name is patrick,1.0 1.0 1.0 1.0
11167,i'm from germany,0.65 1.0 0.64
11168,my name is silvia,1.0 1.0 1.0 1.0
11169,i'm from italian,0.91 1.0 0.82
11170,the capital is not in africa,0.58 0.58 1.0 1.0 0.95 1.0
11171,i pay with euro,0.48 0.53 0.81 0.56
11172,that's okay,0.68 0.68
11173,this is okay,0.77 1.0 1.0
11174,the capital of italy is rome,1.0 1.0 1.0 1.0 1.0 1.0
11176,i go in the holidays,1.0 0.99 1.0 0.98 1.0
11177,yes it is my passport,1.0 0.98 1.0 1.0 1.0
11178,i'd like a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 1.0
11179,i would like to pay with post card,0.72 0.72 1.0 1.0 0.99 1.0 0.93 0.93
11180,i'd like three musical tickets,1.0 1.0 1.0 1.0 1.0
11181,i'd like tickets for tuesday evening,0.95 0.98 0.97 1.0 0.86 1.0
11182,i would like tickets for tuesday night,1.0 1.0 1.0 0.92 1.0 1.0 1.0
11183,i would like three tickets for king the bill,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.91
11184,i would like sit in the first dryer,1.0 1.0 1.0 0.99 1.0 1.0 0.78 1.0
